Sygnatura czasowa,Czy studiujesz na Wydziale Zarządzania UŁ?,Do eksperymentu trzeba przygotować aparaturę. Czy potrafisz włączyć tryb prywatny (incognito) w swojej przeglądarce internetowej?,Czy udało Ci się włączyć tryb prywatny?,1. na Twojej liście wyszukiwania (wklej pełny adres),2. na Twojej liście wyszukiwania (wklej pełny adres),3. na Twojej liście wyszukiwania (wklej pełny adres),4. na Twojej liście wyszukiwania (wklej pełny adres),5. na Twojej liście wyszukiwania (wklej pełny adres),1. na Twojej liście wyszukiwania (wklej pełny adres)_1,2. na Twojej liście wyszukiwania (wklej pełny adres)_1,3. na Twojej liście wyszukiwania (wklej pełny adres)_1,4. na Twojej liście wyszukiwania (wklej pełny adres)_1,5. na Twojej liście wyszukiwania (wklej pełny adres)_1,Przerywanie ciąży:,Konkordat:,Związki osób tej samej płci:,Rodzaj studiów,Twój rok urodzenia,Twoja płeć,"Jeżeli chcesz coś dodać, o coś nas zapytać lub masz uwagi - wpisz je poniżej:","Prywatność konsumentów w Internecie to tak naprawdę kwestia prawa konsumentów. Prawa do kontroli i autonomii co do tego, jak są gromadzone, wykorzystywane i udostępniane informacje o konsumentach.",Kontrola konsumentów nad ich danymi osobowymi to podstawa prywatności konsumentów.,"Uważam, że prywatność konsumentów online nie zostaje naruszona, kiedy w wyniku zawarcia transakcji kontrola konsumentów zostanie utracona, lub zmniejszona wbrew ich woli",id
2019-06-05T12:55:20Z,Tak,Tak,NA,"https://www.google.com/url?sa=t&source=web&rct=j&url=http://www.tokfm.pl/Tokfm/7,103085,24865623,smierc-pawla-adamowicza-koniec-obserwacji-psychiatrycznej-stefana.amp&ved=2ahUKEwjClemHltLiAhXis4sKHaZFCi4QiJQBMAt6BAgEEAQ&usg=AOvVaw1b6Q9zeSOFXjl3adRhfrjd&ampcf=1",https://www.google.com/url?sa=t&source=web&rct=j&url=https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5&ved=2ahUKEwjClemHltLiAhXis4sKHaZFCi4QqOcBMAx6BAgEEAg&usg=AOvVaw2kSxk0xUCoydGF1TDAVZzL,https://www.google.com/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwjClemHltLiAhXis4sKHaZFCi4QFjARegQIAhAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwjClemHltLiAhXis4sKHaZFCi4QjjgwEnoECAMQAQ&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.com/url?sa=t&source=web&rct=j&url=https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5&ved=2ahUKEwjClemHltLiAhXis4sKHaZFCi4QFjATegQICRAC&usg=AOvVaw2kSxk0xUCoydGF1TDAVZzL,"https://www.google.com/url?sa=t&source=web&rct=j&url=http://www.tokfm.pl/Tokfm/7,103085,24865623,smierc-pawla-adamowicza-koniec-obserwacji-psychiatrycznej-stefana.amp&ved=2ahUKEwj3lYS-ldLiAhVowIsKHd0gAc4QiJQBMAt6BAgFEAQ&usg=AOvVaw1b6Q9zeSOFXjl3adRhfrjd&ampcf=1",https://www.google.com/url?sa=t&source=web&rct=j&url=https://tysol.pl/a33204--video-Gdansk-Przed-grobem-Pawla-Adamowicza-zmiana-warty-zolnierzy-w-pruskich-mundurach-&ved=2ahUKEwj3lYS-ldLiAhVowIsKHd0gAc4QqOcBMAx6BAgFEAg&usg=AOvVaw2QwwYwwYC0jw0_vU9kRcDs,https://www.google.com/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwj3lYS-ldLiAhVowIsKHd0gAc4QFjARegQIAhAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwj3lYS-ldLiAhVowIsKHd0gAc4QFjASegQICBAB&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.com/url?sa=t&source=web&rct=j&url=https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5&ved=2ahUKEwj3lYS-ldLiAhVowIsKHd0gAc4QFjATegQIChAC&usg=AOvVaw2kSxk0xUCoydGF1TDAVZzL,3,3,6,Licencjackie,1998,Mężczyzna,NA,4,5,5,sericate_americanmarten
2019-06-05T12:56:08Z,Tak,Tak,NA,https://www.google.com/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwi-jqzGltLiAhXmmIsKHaS8AHYQFjARegQIAxAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu&cshid=1559732052128,https://m.facebook.com/Pawel.Adamowicz/,https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,https://m.trojmiasto.pl/wiadomosci/Pawel-Adamowicz-o1.html,https://pl.m.wikipedia.org/wiki/Paweł_Adamowicz,https://m.facebook.com/Pawel.Adamowicz/,https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,https://m.trojmiasto.pl/wiadomosci/Pawel-Adamowicz-o1.html,6,1,4,Licencjackie,1999,Kobieta,NA,7,7,4,ionic_kronosaurus
2019-06-05T12:55:40Z,Tak,Nie wiem,Tak,http://predykator.pl/metody-badawcze.html,http://predykator.pl/metody-badawcze.html,http://predykator.pl/metody-badawcze.html,http://predykator.pl/metody-badawcze.html,http://predykator.pl/metody-badawcze.html,http://predykator.pl/metody-badawcze.html,http://predykator.pl/metody-badawcze.html,http://predykator.pl/metody-badawcze.html,http://predykator.pl/metody-badawcze.html,http://predykator.pl/metody-badawcze.html,4,5,3,Licencjackie,2000,Kobieta,NA,7,7,6,radiological_africanpiedkingfisher
2019-06-05T12:55:43Z,Tak,Tak,NA,https://www.google.com/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwjIvPKOltLiAhVGl4sKHVq6C98QFjARegQIAxAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.com/url?sa=t&source=web&rct=j&url=https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5&ved=2ahUKEwjIvPKOltLiAhVGl4sKHVq6C98QFjATegQICRAC&usg=AOvVaw2kSxk0xUCoydGF1TDAVZzL,https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html&ved=2ahUKEwjIvPKOltLiAhVGl4sKHVq6C98QFjAXegQIARAB&usg=AOvVaw20c_vHI1_sQea8Aiq1ti3x,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.trojmiasto.pl/wiadomosci/Pawel-Adamowicz-o1.html&ved=2ahUKEwjIvPKOltLiAhVGl4sKHVq6C98QFjAYegQIAhAB&usg=AOvVaw0rXQssdaS9j7ZY0-p_Dp1T,https://www.google.com/url?sa=t&source=web&rct=j&url=https://mobile.twitter.com/adamowiczpawel&ved=2ahUKEwjIvPKOltLiAhVGl4sKHVq6C98QFjAbegQIBRAB&usg=AOvVaw3VTg8iV00lV2M57LbAu7D1,https://www.google.com/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwjMw9DUldLiAhXokosKHazOA40QFjAKegQIARAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwjMw9DUldLiAhXokosKHazOA40QFjALegQIAxAB&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwjMw9DUldLiAhXokosKHazOA40QFjALegQIAxAB&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.com/url?sa=t&source=web&rct=j&url=https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5&ved=2ahUKEwjMw9DUldLiAhXokosKHazOA40QFjAMegQIBBAC&usg=AOvVaw2kSxk0xUCoydGF1TDAVZzL,https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html&ved=2ahUKEwjMw9DUldLiAhXokosKHazOA40QFjAXegQICBAB&usg=AOvVaw20c_vHI1_sQea8Aiq1ti3x,5,4,2,Licencjackie,1999,Kobieta,NA,7,7,4,citizenly_anchovy
2019-06-05T12:55:44Z,Tak,Tak,NA,https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5,"https://www.gdansk.pl/wiadomosci/budowanie-wspolnoty-wystawa-poswiecona-pawlowi-adamowiczowi-juz-otwarta,a,147782",https://wmeritum.pl/donald-tusk-pawel-adamowicz/283850/amp,https://pl.m.wikipedia.org/wiki/Pawe%C5%82_Adamowicz,https://m.facebook.com/Pawel.Adamowicz/,"http://www.tokfm.pl/Tokfm/7,103085,24865623,smierc-pawla-adamowicza-koniec-obserwacji-psychiatrycznej-stefana.amp",http://adamowicz.pl/testowa/o-mnie/,https://www.rp.pl/Polityka/190119663-Prezydent-Gdanska-Pawel-Adamowicz-nie-zyje.html,https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5,https://wiadomosci.wp.pl/pawel-adamowicz-6249970898101889c,1,7,1,Licencjackie,1998,Kobieta,NA,7,7,7,predespondent_ninebandedarmadillo
2019-06-05T12:55:45Z,Tak,Tak,NA,https://www.google.com/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwikxYO0ldLiAhUq-yoKHQ-zB9UQFjARegQIAhAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwikxYO0ldLiAhUq-yoKHQ-zB9UQjjgwEnoECAYQAQ&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.com/url?sa=t&source=web&rct=j&url=https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5&ved=2ahUKEwikxYO0ldLiAhUq-yoKHQ-zB9UQFjATegQIBxAC&usg=AOvVaw2kSxk0xUCoydGF1TDAVZzL,https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html&ved=2ahUKEwikxYO0ldLiAhUq-yoKHQ-zB9UQFjAXegQIARAB&usg=AOvVaw20c_vHI1_sQea8Aiq1ti3x,https://www.google.com/url?sa=t&source=web&rct=j&url=https://mobile.twitter.com/adamowiczpawel&ved=2ahUKEwikxYO0ldLiAhUq-yoKHQ-zB9UQjjgwGHoECAgQAQ&usg=AOvVaw3VTg8iV00lV2M57LbAu7D1,https://www.google.com/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwiCoLHaldLiAhUlw8QBHTM3DbIQFjARegQIAhAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwiCoLHaldLiAhUlw8QBHTM3DbIQFjASegQIBhAB&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.com/url?sa=t&source=web&rct=j&url=https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5&ved=2ahUKEwiCoLHaldLiAhUlw8QBHTM3DbIQFjATegQICBAC&usg=AOvVaw2kSxk0xUCoydGF1TDAVZzL,https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html&ved=2ahUKEwiCoLHaldLiAhUlw8QBHTM3DbIQFjAXegQIARAB&usg=AOvVaw20c_vHI1_sQea8Aiq1ti3x,https://www.google.com/url?sa=t&source=web&rct=j&url=https://mobile.twitter.com/adamowiczpawel&ved=2ahUKEwiCoLHaldLiAhUlw8QBHTM3DbIQFjAYegQIBxAB&usg=AOvVaw3VTg8iV00lV2M57LbAu7D1,2,6,1,Licencjackie,1999,Kobieta,NA,4,7,2,slick_africanbushviper
2019-06-05T12:56:27Z,Tak,Nie wiem,Tak,https://pl.wikipedia.org/wiki/Pawe%C5%82_Adamowicz,https://www.facebook.com/Pawel.Adamowicz/,https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,https://twitter.com/adamowiczpawel,https://pl.wikipedia.org/wiki/Pawe%C5%82_Adamowicz,https://www.facebook.com/Pawel.Adamowicz/,https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,https://twitter.com/adamowiczpawel,6,3,6,Licencjackie,1999,Kobieta,NA,4,6,5,prudent_chinesecrocodilelizard
2019-06-05T12:56:35Z,Tak,Tak,NA,https://pl.m.wikipedia.org/wiki/Paweł_Adamowicz,https://m.facebook.com/Pawel.Adamowicz/,https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5,"http://www.tokfm.pl/Tokfm/7,103085,24865623,smierc-pawla-adamowicza-koniec-obserwacji-psychiatrycznej-stefana.amp",https://tysol.pl/a33204--video-Gdansk-Przed-grobem-Pawla-Adamowicza-zmiana-warty-zolnierzy-w-pruskich-mundurach-,https://en.m.wikipedia.org/wiki/Paweł_Adamowicz,https://pl.m.wikipedia.org/wiki/Paweł_Adamowicz,https://wiadomosci.wp.pl/stefan-w-po-obserwacji-psychiatrycznej-co-dalej-z-zabojca-pawla-adamowicza-6388626016933505a,"https://www.tvn24.pl/krakow,50/zakonczyla-sie-obserwacja-psychiatryczna-zabojcy-adamowicza,942086.html",https://m.facebook.com/Pawel.Adamowicz/,2,4,3,Licencjackie,1999,Kobieta,NA,3,5,3,cinnabar_gallinule
2019-06-05T12:57:01Z,Tak,Tak,NA,"https://www.google.com/url?sa=t&source=web&rct=j&url=http://www.tokfm.pl/Tokfm/7,103085,24865623,smierc-pawla-adamowicza-koniec-obserwacji-psychiatrycznej-stefana.amp&ved=2ahUKEwjIgrW3ltLiAhVNUZoKHUnRBzQQiJQBMAt6BAgFEAQ&usg=AOvVaw1b6Q9zeSOFXjl3adRhfrjd&ampcf=1",https://www.google.com/url?sa=t&source=web&rct=j&url=https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5&ved=2ahUKEwjIgrW3ltLiAhVNUZoKHUnRBzQQqOcBMAx6BAgFEAg&usg=AOvVaw2kSxk0xUCoydGF1TDAVZzL,https://www.google.com/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwjIgrW3ltLiAhVNUZoKHUnRBzQQFjARegQIAhAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwjIgrW3ltLiAhVNUZoKHUnRBzQQjjgwEnoECAcQAQ&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.com/url?sa=t&source=web&rct=j&url=https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5&ved=2ahUKEwjIgrW3ltLiAhVNUZoKHUnRBzQQFjATegQIBhAC&usg=AOvVaw2kSxk0xUCoydGF1TDAVZzL,https://www.google.com/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwjZ74nrldLiAhVvyqYKHR2rDagQFjAKegQIAxAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwjZ74nrldLiAhVvyqYKHR2rDagQFjALegQIAhAB&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.com/url?sa=t&source=web&rct=j&url=https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5&ved=2ahUKEwjZ74nrldLiAhVvyqYKHR2rDagQxfQBMA16BAgFEAM&usg=AOvVaw2kSxk0xUCoydGF1TDAVZzL,https://www.google.com/url?sa=t&source=web&rct=j&url=https://wmeritum.pl/donald-tusk-pawel-adamowicz/283850/amp&ved=2ahUKEwjZ74nrldLiAhVvyqYKHR2rDagQyM8BMA56BAgFEAc&usg=AOvVaw1twaEVbOTazY8-lXPiwbuX&ampcf=1,https://www.google.com/url?sa=t&source=web&rct=j&url=https://nczas.com/2019/06/04/pawel-adamowicz-jest-lechem-kaczynskim-wyborcow-platformy-obywatelskiej-uroczysta-zmiana-warty-pruskich-zolnierzy-przed-grobem-prezydenta-video/&ved=2ahUKEwjZ74nrldLiAhVvyqYKHR2rDagQxfQBMA96BAgFEAs&usg=AOvVaw2CkryX_JrNIcU4LlXR47lW,2,7,1,Licencjackie,1998,Mężczyzna,NA,4,7,4,pedophobic_tapaculo
2019-06-05T12:57:09Z,Tak,Tak,NA,https://www.google.com/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwirmvXFltLiAhUplosKHeFbCTEQFjARegQIBBAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwirmvXFltLiAhUplosKHeFbCTEQFjASegQIAhAB&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.com/url?sa=t&source=web&rct=j&url=https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5&ved=2ahUKEwirmvXFltLiAhUplosKHeFbCTEQFjATegQIChAC&usg=AOvVaw2kSxk0xUCoydGF1TDAVZzL,https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html&ved=2ahUKEwirmvXFltLiAhUplosKHeFbCTEQFjAXegQIARAB&usg=AOvVaw20c_vHI1_sQea8Aiq1ti3x,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.trojmiasto.pl/wiadomosci/Pawel-Adamowicz-o1.html&ved=2ahUKEwirmvXFltLiAhUplosKHeFbCTEQFjAYegQIAxAB&usg=AOvVaw0rXQssdaS9j7ZY0-p_Dp1T,https://www.google.com/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwjWicPnldLiAhWCtYsKHfVpDnAQFjARegQIAxAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwjWicPnldLiAhWCtYsKHfVpDnAQFjASegQIARAB&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.com/url?sa=t&source=web&rct=j&url=https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5&ved=2ahUKEwjWicPnldLiAhWCtYsKHfVpDnAQFjATegQICRAC&usg=AOvVaw2kSxk0xUCoydGF1TDAVZzL,https://www.google.com/url?sa=t&source=web&rct=j&url=https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html&ved=2ahUKEwjWicPnldLiAhWCtYsKHfVpDnAQFjAXegQIAhAB&usg=AOvVaw20c_vHI1_sQea8Aiq1ti3x,https://www.google.com/url?sa=t&source=web&rct=j&url=https://m.trojmiasto.pl/wiadomosci/Pawel-Adamowicz-o1.html&ved=2ahUKEwjWicPnldLiAhWCtYsKHfVpDnAQFjAYegQIBBAB&usg=AOvVaw0rXQssdaS9j7ZY0-p_Dp1T,2,7,3,Licencjackie,1995,Kobieta,NA,4,1,7,continuous_xiaosaurus
2019-06-05T12:57:30Z,Tak,Tak,NA,https://www.google.pl/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwjW4OepldLiAhVhsosKHT5VDU4QFjARegQIBBAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.pl/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwjW4OepldLiAhVhsosKHT5VDU4QjjgwEnoECAkQAQ&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.pl/url?sa=t&source=web&rct=j&url=https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5&ved=2ahUKEwjW4OepldLiAhVhsosKHT5VDU4QFjATegQIChAC&usg=AOvVaw2kSxk0xUCoydGF1TDAVZzL,https://www.google.pl/url?sa=t&source=web&rct=j&url=https://mobile.twitter.com/adamowiczpawel&ved=2ahUKEwjW4OepldLiAhVhsosKHT5VDU4QjjgwF3oECAEQAQ&usg=AOvVaw3VTg8iV00lV2M57LbAu7D1,https://www.google.pl/url?sa=t&source=web&rct=j&url=https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html&ved=2ahUKEwjW4OepldLiAhVhsosKHT5VDU4QFjAYegQIAhAB&usg=AOvVaw20c_vHI1_sQea8Aiq1ti3x,https://www.google.pl/url?sa=t&source=web&rct=j&url=https://pl.m.wikipedia.org/wiki/Pawe%25C5%2582_Adamowicz&ved=2ahUKEwjW4OepldLiAhVhsosKHT5VDU4QFjARegQIBBAB&usg=AOvVaw14WCiU273zcC52_ZdB2Xmu,https://www.google.pl/url?sa=t&source=web&rct=j&url=https://m.facebook.com/Pawel.Adamowicz/&ved=2ahUKEwjW4OepldLiAhVhsosKHT5VDU4QjjgwEnoECAkQAQ&usg=AOvVaw3Y44_PuPgBz_r0ATmDsAId,https://www.google.pl/url?sa=t&source=web&rct=j&url=https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5&ved=2ahUKEwifvqiZltLiAhVx_SoKHRtYDhwQFjATegQIChAC&usg=AOvVaw2kSxk0xUCoydGF1TDAVZzL,https://www.google.pl/url?sa=t&source=web&rct=j&url=https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html&ved=2ahUKEwifvqiZltLiAhVx_SoKHRtYDhwQFjAXegQIARAB&usg=AOvVaw20c_vHI1_sQea8Aiq1ti3x,https://www.google.pl/url?sa=t&source=web&rct=j&url=https://m.trojmiasto.pl/wiadomosci/Pawel-Adamowicz-o1.html&ved=2ahUKEwifvqiZltLiAhVx_SoKHRtYDhwQFjAYegQICRAB&usg=AOvVaw0rXQssdaS9j7ZY0-p_Dp1T,3,4,2,Licencjackie,1999,Mężczyzna,Moje wyszukiwanie prywatne nie pozwala na robienie print screenów,4,2,3,batty_peregrinefalcon
2019-06-05T12:57:33Z,Tak,Tak,NA,https://pl.wikipedia.org/wiki/Paweł_Adamowicz,https://www.facebook.com/Pawel.Adamowicz/,https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5,https://twitter.com/adamowiczpawel,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,https://pl.wikipedia.org/wiki/Paweł_Adamowicz,https://www.facebook.com/Pawel.Adamowicz/,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5,https://twitter.com/adamowiczpawel,2,7,6,Licencjackie,1996,Mężczyzna,NA,5,6,5,cryptovolcanic_copperhead
2019-06-05T12:58:02Z,Tak,Nie wiem,Tak,https://pl.m.wikipedia.org/wiki/Paweł_Adamowicz,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5,http://adamowicz.pl,https://wiadomosci.wp.pl/pawel-adamowicz-6249970898101889c,https://www.wprost.pl/tematy/10149225/pawel-adamowicz.html,https://pl.m.wikipedia.org/wiki/Paweł_Adamowicz,https://bialystok.onet.pl/pawel-adamowicz-patronem-organizacji-ktorej-szefowal/x7rxct5,http://adamowicz.pl,https://wiadomosci.wp.pl/pawel-adamowicz-6249970898101889c,4,4,4,Licencjackie,1998,Nie chcę podawać,NA,4,2,4,bimetallic_zebradove
